content,timestamp,platform,stock_name,delta_seconds,weight,label,fear_score,greed_score,neutral_score,reason
외인들 던지는게 후덜덜하네,2024-09-05 06:18:42+00:00,toss,삼성전자,17146049.0,6.522527060274983e-87,,0.8,0.0,0.2,외인 매도 언급으로 공포 비중이 높음
"아하
삼전만 아니면 플러스인데 63층 진입후회 됩니다
다들 평탄들이어떻게 되세요",2024-11-06 00:53:17+00:00,toss,삼성전자,11808774.0,4.390664488004077e-60,,0.8,0.0,0.2,"진입 후회 언급으로 공포 비중이 높으며, 다른 이들의 상황에 대한 질문으로 중립적 요소도 포함됨"
"일주일내내 물탓는데
모한거야",2024-09-30 06:35:44+00:00,toss,삼성전자,14985027.0,4.7524228778495175e-76,,0.8,0.0,0.2,손실과 부정적 상황 언급으로 공포 비중이 높음
대주주 삼전은 지금 저점이다 차라리 확률적으로 보면 안전하게 갈려면 삼전이 음,2024-11-26 02:21:46+00:00,toss,삼성전자,10075465.0,2.2651964814632124e-51,,0.1,0.7,0.2,자신감과 투자 권유로 탐욕 비중이 높음
"옷 한벌 만들겠슴둥
미싱질에 눈이 아픔",2023-08-29 06:08:24+00:00,toss,삼성전자,49373867.0,6.598841966629017e-249,,0.0,0.0,1.0,"감정과 관련 없는 활동(옷 만들기, 미싱질)에 대한 언급으로 중립 비중이 높음"
"탈출에 만족해야겠네요
주주분들 맘고생 많이들하셨어용",2023-12-27 04:28:42+00:00,toss,삼성전자,39011849.0,8.030391064706497e-197,,0.6,0.1,0.3,"주주들의 맘고생 언급으로 공포 비중이 높으나, 탈출에 대한 만족 언급으로 중립적 요소도 포함"
진짜 줘팰까 이거,2025-01-31 03:08:07+00:00,toss,삼성전자,4370284.0,1.0777562191561643e-22,,0.8,0.0,0.2,비속어 사용과 분노의 감정으로 공포 비중이 높음
전현직 직원  채용해서 파운드리 함 해봐라  매모리만들던 제조기술로는 다양한 시스템 반도체에 대응하긴 어려움이 있다,2024-10-09 01:23:09+00:00,toss,삼성전자,14226182.0,3.0995050464618216e-72,,0.1,0.1,0.8,주로 정보 전달과 제안의 형태로 중립적 태도가 높음
"살다보면 내리막길도 있고 오르막길도 있고 슬픈과 좌절이 있을때가 있습니다 분명 좋은날도 있지만 행복하지 않은날도 있고 숨쉬며 살아가는 감사함과 소중한 인연들과 함께하는 시간들의 감사함 늘 그렇듯
인생은 늘 배움이 있기에 시련은 있어도 실패는 없습니다",2024-12-20 00:36:49+00:00,toss,삼성전자,8008162.0,5.578548558373852e-41,,0.2,0.1,0.7,부정적 감정과 긍정적 감정이 혼재하지만 대체로 중립적인 관조와 인생에 대한 성찰이 주를 이룸
이런 기사뜨니 당분간 안오르겠네,2023-07-10 00:59:27+00:00,toss,삼성전자,53712404.0,1.0269903306898483e-270,,0.7,0.0,0.3,"부정적 전망으로 인한 공포 비중이 높으나, 정보 전달의 성격도 포함"
제발 오늘은 빨강으로,2024-09-19 05:02:10+00:00,toss,삼성전자,15941041.0,7.438008815247445e-81,,0.1,0.8,0.1,긍정적 기대감으로 탐욕 비중이 높음
콘크리트 부어 놨어요,2025-01-23 02:43:22+00:00,toss,삼성전자,5062969.0,3.553859432739962e-26,,0.1,0.8,0.1,자신감과 공격적 매수 심리를 나타내는 표현으로 탐욕 비중이 높음
지금 사두면 상당히 좋을 듯,2024-04-19 05:18:52+00:00,toss,삼성전자,29159239.0,2.68805138922956e-147,,0.1,0.7,0.2,투자에 대한 긍정적 기대감으로 탐욕 비중이 높음
계엄령 국장,2024-12-03 14:19:06+00:00,toss,삼성전자,9427625.0,4.0879939424886416e-48,,0.0,0.0,1.0,감정이 뚜렷하지 않고 구체적인 정보나 의견이 없음
태초마을 지겹다 좀 올라봐라,2025-01-10 02:07:26+00:00,toss,삼성전자,6188325.0,7.834922869169024e-32,,0.2,0.7,0.1,기대감과 희망의 표현으로 탐욕 비중이 높음
"500터치하고 마감
금요일 피바람 뷴다 긴장해라 
47700원대 지지선에서 버티길 새벽기도해라
아니면 4300대까지 빠진다",2024-11-13 04:50:22+00:00,toss,삼성전자,11189749.0,5.67667971369286e-57,,0.8,0.0,0.2,"긴장, 손실 가능성 언급으로 공포 비중이 높으며, 지지선 언급으로 약간의 중립적 분석 포함"
좀 오르겠지 기술적 반등,2024-10-10 12:17:15+00:00,toss,삼성전자,14100536.0,1.3269637721723772e-71,,0.1,0.7,0.2,기술적 반등에 대한 기대감으로 탐욕 비중이 높음
흠 생각보단 안떨어지는데,2024-12-04 02:29:37+00:00,toss,삼성전자,9383794.0,6.789366320851869e-48,,0.1,0.2,0.7,"기대 이하의 하락이지만, 큰 부정적 감정 없이 관찰하는 중립적 태도"
점심은 간단히 먹어야겠다,2024-01-10 01:31:17+00:00,toss,삼성전자,37812894.0,8.537913445745109e-191,,0.0,0.0,1.0,"감정이 뚜렷하지 않고, 주식 시장과 관련 없는 일상적인 내용"
"올라가는 말에 타야지
광우병 걸린 말에 올라타니까 다 빠진거 아닌가",2024-11-14 07:52:31+00:00,toss,삼성전자,11092420.0,1.7511530679423094e-56,,0.6,0.2,0.2,"손실 언급으로 공포 비중이 높으나, 탐욕과 중립적 요소도 존재"
메모기능 없나,2024-09-09 04:31:28+00:00,toss,삼성전자,16806883.0,3.3056201915074026e-85,,0.0,0.0,1.0,질문 형태로 감정 표현이 없음
버즈3출시 수익대박 주식 상승 가보자,2024-07-07 00:48:54+00:00,toss,삼성전자,22349837.0,4.5423592099266527e-113,,0.0,0.9,0.1,"수익대박, 주식 상승 언급으로 탐욕 비중이 높음"
삼전은 스프링올라가려 하면 다음날  떨어지네요,2025-01-06 06:35:13+00:00,toss,삼성전자,6517858.0,1.7282974180650188e-33,,0.6,0.1,0.3,"하락 언급으로 공포 비중이 높으나, 상황 설명이 포함되어 중립적 요소도 일부 존재"
"hbm기술력의  차이는 하닉이 앞선것 같네요
어쩌다 삼성이 이지경이 됐는지
참 답답하네요
주가가 하방으로 갈수록
외인들이 원하는가격이 오면
급반등 하리라 봅니다",2024-11-01 11:00:27+00:00,toss,삼성전자,12204344.0,4.509987059181382e-62,,0.4,0.3,0.3,"하방 가능성 언급으로 공포가 있으나, 급반등에 대한 기대감도 표현됨"
금투세가 무섭다 삼성 엄청나게 떨구는거아니냐,2024-10-24 12:29:08+00:00,toss,삼성전자,12890223.0,1.609035950722071e-65,,0.8,0.0,0.2,손실에 대한 우려로 공포 비중이 높음
그레프 그림이 예쁨,2023-12-04 06:34:23+00:00,toss,삼성전자,40991508.0,8.992260381661784e-207,,0.0,0.0,1.0,"감정이 뚜렷하지 않고, 특정 주식의 그래프 디자인에 대한 평가로 중립적인 의견"
돈좀 벌겠구나,2024-10-02 06:48:27+00:00,toss,삼성전자,14811464.0,3.542740191375593e-75,,0.0,0.9,0.1,과도한 기대감을 나타내는 표현으로 탐욕 비중이 높음
개미들 개많이물려있어서 다뚫고 절대못감,2024-11-13 04:32:33+00:00,toss,삼성전자,11190818.0,5.60687665878144e-57,,0.8,0.0,0.2,손실과 부정적 전망 언급으로 공포 비중이 매우 높음
6만5천찍고 내려올듯,2025-03-20 03:15:38+00:00,toss,삼성전자,222633.0,0.0760190864037968,,0.6,0.1,0.3,"하락 예측으로 공포 비중이 높으나, 구체적인 손실 언급은 없어 중립적 요소도 일부 포함"
"삼성전자 넌 언제 정신차리냐
제 자리를 못 잡는 삼성전자 팔고 싶다",2024-03-19 06:55:47+00:00,toss,삼성전자,31831824.0,9.897785875148392e-161,,0.8,0.0,0.2,판매 욕구와 실망감 표현으로 공포 비중이 높음
"안되는구나
세계적 왕따 당하는중
기술퇴보",2024-08-26 15:50:44+00:00,toss,삼성전자,17975727.0,4.405472989082036e-91,,0.8,0.0,0.2,기술퇴보와 세계적 왕따 언급으로 공포 비중이 매우 높음
65층 이상임,2024-12-03 03:49:40+00:00,toss,삼성전자,9465391.0,2.640446125042567e-48,,0.0,0.0,1.0,감정이 뚜렷하지 않고 구체적인 정보나 상황 설명 없이 상태만 언급됨
73층 47주 후후 40만원 잘강,2024-09-11 01:19:46+00:00,toss,삼성전자,16645585.0,2.1380923691555194e-84,,0.0,0.9,0.1,자신감과 흥분을 나타내는 표현으로 탐욕 비중이 높음
국장에 물려서 미국 산타랠리 못탔으면 개추,2024-12-26 03:14:54+00:00,toss,삼성전자,7480277.0,2.511683991627409e-38,,0.8,0.1,0.1,손실 언급과 비관적 표현으로 공포 비중이 높음
오늘 9만 간다,2024-03-20 02:22:57+00:00,toss,삼성전자,31761794.0,2.2261160771563e-160,,0.0,0.8,0.2,기대감과 자신감의 표현으로 탐욕 비중이 높음
왜,2025-02-10 05:34:23+00:00,toss,삼성전자,3497508.0,2.6277159459072367e-18,,0.0,0.0,1.0,질문 형태로 감정이 뚜렷하지 않음
야밤에 잠도 못자게 시끄럽구로 하  진쯔,2024-12-03 16:10:02+00:00,toss,삼성전자,9420969.0,4.4153689950825045e-48,,0.8,0.0,0.2,불만과 불편함을 표현하는 내용으로 공포 비중이 높음
우리 쏘세지가 엄마 화이팅하래,2025-01-10 23:28:18+00:00,toss,삼성전자,6111473.0,1.9069339283495888e-31,,0.0,0.0,1.0,"감정이 뚜렷하지 않고, 특정한 주식 시장 상황에 대한 언급이 없음"
삼성망허자,2025-01-20 08:07:49+00:00,toss,삼성전자,5302702.0,2.2165053082922808e-27,,0.8,0.0,0.2,비속어 사용과 부정적 언급으로 공포 비중이 높음
으이그,2024-11-15 04:21:39+00:00,toss,삼성전자,11018672.0,4.111711156898111e-56,,0.1,0.0,0.9,감정 표현이 불분명하여 중립 비중이 높음
해제하시면 정상적으로 보임,2025-03-04 00:23:27+00:00,toss,삼성전자,1615364.0,7.590695677742231e-09,,0.0,0.0,1.0,감정이 뚜렷하지 않고 정보 전달의 성격이 강함
이재용 퇴진 시위라도 해야 주가부양할라나,2024-03-19 00:01:39+00:00,toss,삼성전자,31856672.0,7.424003675444917e-161,,0.2,0.1,0.7,주가 부양에 대한 고민과 시위 언급으로 중립 비중이 높음
"5만에 애개리 쩌억
쓸어 담겠습니다",2025-02-04 05:47:56+00:00,toss,삼성전자,4015095.0,6.575035704757892e-21,,0.0,0.9,0.1,자신감과 공격적 매수 의사 표현으로 탐욕 비중이 높음
우리나라 대표산업 삼전  힘내자,2024-11-15 01:33:37+00:00,toss,삼성전자,11028754.0,3.6588521094607276e-56,,0.0,0.6,0.4,"응원의 메시지로 탐욕 비중이 높으나, 구체적인 예측이나 기대가 없어 중립도 일부 포함"
이거 살돈으로 슨피나 살걸,2024-09-20 03:31:09+00:00,toss,삼성전자,15860102.0,1.898021578419293e-80,,0.2,0.1,0.7,"후회의 감정이 있으나, 대체 투자에 대한 고민으로 중립 비중이 높음"
여기도 블프기간 인가요,2024-11-14 23:05:53+00:00,toss,삼성전자,11037618.0,3.302094203557877e-56,,0.0,0.0,1.0,질문 형태로 감정 표현이 없음
다시 믿고 들어가자,2024-04-12 03:56:31+00:00,toss,삼성전자,29768980.0,2.3149412736837848e-150,,0.1,0.8,0.1,자신감과 공격적 매수 심리를 나타내는 표현으로 탐욕 비중이 높음
종가 53400,2025-01-22 04:53:05+00:00,toss,삼성전자,5141586.0,1.4306304133497047e-26,,0.0,0.0,1.0,감정이 뚜렷하지 않고 정보 전달의 성격이 강함
누가 나한데 이가격에 산걸후회한뎃는데어디가셧을까,2025-03-20 04:13:06+00:00,toss,삼성전자,219185.0,0.0791141584491435,,0.8,0.0,0.2,손실과 후회 언급으로 공포 비중이 높음
7만에 사서 8만에 팔아라가 국룰 이제 국장은 혁신이 없어서 무한횡보의 굴레임,2024-08-27 07:35:35+00:00,toss,삼성전자,17919036.0,8.490886929849721e-91,,0.2,0.1,0.7,"혁신 부재와 무한횡보 언급으로 약간의 부정적 감정이 있으나, 대체로 중립적인 정보 전달의 성격이 강함"
저희나라 개미들은 돈이 많아,2024-10-17 03:08:45+00:00,toss,삼성전자,13528646.0,9.942519811082386e-69,,0.0,0.2,0.8,"돈이 많다는 표현은 약간의 탐욕을 내포하지만, 주로 중립적인 정보 전달의 성격이 강함"
"3시20분 30분 사이 

와 삼전 외인 들어오기 전 까지는 

이제 추매 안해야지 

에휴",2024-09-30 06:33:40+00:00,toss,삼성전자,14985151.0,4.745607163017853e-76,,0.6,0.1,0.3,"추가 매수를 하지 않겠다는 결정과 한숨으로 공포 비중이 높으나, 특정 시간과 외인 매수를 언급해 중립적 요소도 포함"
멈추지마아직도갈길이 멀다,2024-11-15 03:44:05+00:00,toss,삼성전자,11020926.0,4.0058320781449127e-56,,0.0,0.9,0.1,흥분과 자신감을 나타내는 표현으로 탐욕 비중이 높음
"오늘도 아침을 여는 상쾌한 알람
최저가 갱신",2024-10-25 00:11:27+00:00,toss,삼성전자,12848084.0,2.620473741219912e-65,,0.8,0.0,0.2,최저가 갱신 언급으로 공포 비중이 높음
5년차트보니할말이없다,2024-09-06 05:28:22+00:00,toss,삼성전자,17062669.0,1.7121041139276725e-86,,0.1,0.1,0.8,구체적인 감정 표현이 없어 중립 비중이 높음
화딱질난다,2023-07-06 08:15:18+00:00,toss,삼성전자,54031853.0,2.5458798641308568e-272,,0.8,0.0,0.2,분노와 불만을 표현하는 단어로 공포 비중이 높음
불금 좋다 쭉 가자,2025-03-21 01:45:04+00:00,toss,삼성전자,141667.0,0.1940451622609518,,0.0,0.9,0.1,흥분과 긍정적 기대감 표현으로 탐욕 비중이 높음
삼성 주주님들 힘 내십쇼 내일 구조대 올지 압니까,2024-11-13 06:29:29+00:00,toss,삼성전자,11183802.0,6.08117250062208e-57,,0.2,0.3,0.5,구조대 올지 모른다는 표현으로 기대감과 불확실성이 혼재함
외국인이 다 던지고 개인이 다 받아먹네,2024-09-12 01:31:39+00:00,toss,삼성전자,16558472.0,5.860098017696208e-84,,0.2,0.1,0.7,시장 상황에 대한 설명으로 중립 비중이 높음
망할삼전 퇴장합니다,2024-10-25 07:35:42+00:00,toss,삼성전자,12821429.0,3.567489271696831e-65,,0.8,0.0,0.2,비속어 사용과 퇴장 언급으로 공포 비중이 높음
응 내려가도 안팔고 추매하면 그만이야,2023-05-31 06:54:35+00:00,toss,삼성전자,57147096.0,5.583325463406764e-288,,0.1,0.7,0.2,추가 매수 의지로 탐욕 비중이 높음
인내심을갇고기다려 보랍니다 1년기다리면 오것지,2025-01-25 01:33:39+00:00,toss,삼성전자,4894352.0,2.501860693053324e-25,,0.1,0.3,0.6,"인내와 기다림의 언급으로 중립적 태도가 높으나, 기다림의 결과로 긍정적 기대를 내비쳐 탐욕의 비중도 있음"
탈출하고싶다,2025-03-06 01:31:46+00:00,toss,삼성전자,1438465.0,5.8813144390793696e-08,,0.8,0.0,0.2,탈출하고 싶다는 표현은 손실이나 부정적 상황에서 벗어나고자 하는 강한 공포를 나타냄
내일은 5200원대로 가자,2025-01-15 07:56:52+00:00,toss,삼성전자,5735359.0,1.4821560073039245e-29,,0.1,0.8,0.1,가격 상승 기대로 탐욕 비중이 높음
뉴스에 8만간다 9만간다할때 눈치 깟어야지,2024-01-11 02:45:39+00:00,toss,삼성전자,37722032.0,2.4438510060004367e-190,,0.1,0.6,0.3,"기대감과 후회의 감정이 혼재되어 있으나, 기대감이 더 강조됨"
요번주에 6400까지 떨어지겠네,2023-07-10 00:06:06+00:00,toss,삼성전자,53715605.0,9.89637964349692e-271,,0.8,0.0,0.2,가격 하락 예측으로 공포 비중이 높음
오늘도 줍줍 추미애애,2024-10-24 00:16:55+00:00,toss,삼성전자,12934156.0,9.67685070515598e-66,,0.1,0.8,0.1,줍줍은 주식을 저가에 매수하는 행위를 긍정적으로 표현하여 탐욕 비중이 높음
분명히 사람들이 금투세때문에 떨어지는거라고 했는데,2024-11-05 00:21:45+00:00,toss,삼성전자,11897066.0,1.580249003059021e-60,,0.6,0.1,0.3,하락 언급으로 공포 비중이 높으나 구체적인 감정 표현이 없어 중립도 일부 포함
"삼성이결국선량한개미만
잡아먹네
외국인과기관은이미하루전에
정보얻고사서모두빠져나가고
조컸다
삼성아",2024-11-18 04:22:16+00:00,toss,삼성전자,10759435.0,8.262130049139924e-55,,0.8,0.0,0.2,개미 투자자에 대한 손실과 불공정한 정보 접근 언급으로 공포 비중이 높음
첫거래 46주 62700에 사다,2024-09-24 02:03:22+00:00,toss,삼성전자,15519769.0,9.749990669267534e-79,,0.0,0.0,1.0,"감정이 뚜렷하지 않고, 정보 전달의 성격이 강함"
저는 일단 국내만 2주씩 둘 있는데요 떨어질 때 사는 가없는 돈으로 투자라고 하기에는 진짜 불안 하내요,2023-07-04 07:53:44+00:00,toss,삼성전자,54205947.0,3.394255873900079e-273,,0.8,0.0,0.2,불안함과 손실 가능성 언급으로 공포 비중이 높음
60일선 단타매수,2024-04-22 17:14:57+00:00,toss,삼성전자,28857074.0,8.877425023246711e-146,,0.1,0.6,0.3,"단타매수 언급으로 탐욕 비중이 높으나, 구체적인 감정 표현 없이 전략 언급으로 중립적 요소도 일부 포함"
개미들이 다 포스코랑 에코프로A086520에 홀딩중이라 삼성전자A005930는 거래량 아래로 밀려났네요,2023-07-25 00:19:09+00:00,toss,삼성전자,52418822.0,3.264595439313075e-264,,0.0,0.0,1.0,정보 전달 및 상황 설명으로 중립 비중이 높음
"과매도 구간 진입으로 판단되네요

오늘이 바닥이라고 할 수는 없지만 매수는 유효할듯

기존 악재로 더 내리기엔 무리가 아닌지

조금씩 모아갑시다",2024-09-10 01:18:08+00:00,toss,삼성전자,16732083.0,7.856685684995937e-85,,0.2,0.4,0.4,매수 기회로 보는 긍정적 관점과 분석적 중립적 태도가 혼재
어디까지 내려갈려나,2025-02-03 03:48:01+00:00,toss,삼성전자,4108690.0,2.2255510446395377e-21,,0.8,0.0,0.2,하락에 대한 우려로 공포 비중이 높음
이런말 잘안하는데 삼성전자A005930 너는 해도해도 너무 하는 구나 오늘도 이러면 어쩌냐,2023-08-21 23:47:23+00:00,toss,삼성전자,50001528.0,4.618428730444667e-252,,0.8,0.0,0.2,비판과 실망의 표현으로 공포 비중이 높음
대장주 반등 펄럭,2024-10-14 04:55:53+00:00,toss,삼성전자,13781418.0,5.332412336777823e-70,,0.0,0.8,0.2,"반등 언급으로 탐욕 비중이 높으며, 특정한 부정적 감정 언급이 없음"
오늘 상한번 치자,2023-10-11 01:10:09+00:00,toss,삼성전자,45676562.0,2.5361808613359907e-230,,0.0,0.9,0.1,흥분과 과도한 기대를 나타내는 표현으로 탐욕 비중이 높음
화이팅,2025-01-08 11:50:49+00:00,toss,삼성전자,6326122.0,1.5899750848120523e-32,,0.0,0.7,0.3,"긍정적 응원의 메시지로 탐욕 비중이 높으나, 구체적인 투자 의견이 아니므로 중립도 일부 포함"
5만에서 추매하면 좋을거같네요,2025-02-03 00:12:36+00:00,toss,삼성전자,4121615.0,1.916325668182237e-21,,0.1,0.3,0.6,추가 매수를 고려하는 긍정적인 제안이지만 확신에 차지 않음
"그래도 삼성인데 하는 마음으로 언젠간 오르겠지 잡고 있습니다 미장에서 수익나는걸보면 이거팔고 넘어가면 이정도 손해는 금방 복구하겠다 싶으면서도 우리나라 기업이 잘 되어야지 하는 얄팍한 애국심으로 버티고 있네요 
매일매일 던지고 도망가고 싶은 마음입니다",2025-01-17 12:25:24+00:00,toss,삼성전자,5546447.0,1.319686459771552e-28,,0.6,0.1,0.3,"손실 회복에 대한 기대와 애국심 언급으로 중립 비중이 상대적으로 높으나, 도망가고 싶은 마음 등으로 공포 비중이 가장 높음"
백원이라도 올라라,2024-12-02 05:43:24+00:00,toss,삼성전자,9544967.0,1.0511968488996278e-48,,0.1,0.8,0.1,소망과 기대감이 높아 탐욕 비중이 높음
외인 654만 다음주 너무 기대됩니다,2024-08-16 06:57:07+00:00,toss,삼성전자,18871744.0,1.3807417730634137e-95,,0.0,0.8,0.2,기대감 표현으로 탐욕 비중이 높음
누굴 믿고 함께 가시겠습니까,2025-03-19 05:43:11+00:00,toss,삼성전자,300180.0,0.0309833425641136,,0.1,0.1,0.8,"질문 형태로, 감정 표현이 뚜렷하지 않고 관망 또는 고민하는 태도를 보임"
