content,timestamp,platform,stock_name,delta_seconds,weight,label,fear_score,greed_score,neutral_score,reason
외인터내조금씩,2024-11-21 04:20:49+00:00,toss,삼성전자,10500322.0,1.6578230052504708e-53,,0.0,0.0,1.0,감정을 나타내는 구체적인 단어가 없어 중립으로 판단
,2025-02-03 04:01:49+00:00,toss,삼성전자,4107862.0,2.2469817670119906e-21,,0.0,0.0,1.0,문장이 없어 분석할 수 없음
날씨 더 추워지기전에 올라가자 차갑다,2024-10-12 13:38:03+00:00,toss,삼성전자,13922888.0,1.0370907863746484e-70,,0.1,0.8,0.1,상승을 기대하는 표현으로 탐욕 비중이 높음
삼전 파이팅입니다 빅사이클은 거의 오고 있는 거 같네요,2024-07-04 05:31:12+00:00,toss,삼성전자,22592099.0,2.751299337639821e-114,,0.0,0.7,0.3,흥분과 기대감을 나타내는 표현으로 탐욕 비중이 높음
"시총 390조도 깨짐  내돈

매수가에 환불해줘",2024-09-12 02:20:48+00:00,toss,삼성전자,16555523.0,6.063567204253608e-84,,0.8,0.0,0.2,시장 가치 하락과 환불 요청으로 공포 비중이 높음
삼성기회가왓나봐요,2024-11-14 23:02:03+00:00,toss,삼성전자,11037848.0,3.2933155961613087e-56,,0.0,0.8,0.2,기회가 왔다는 표현으로 탐욕 비중이 높음
이게 다 술통과 콜걸  때문이다,2024-12-20 02:09:20+00:00,toss,삼성전자,8002611.0,5.948721441920454e-41,,0.8,0.0,0.2,비속어 사용과 부정적 상황 언급으로 공포 비중이 높음
삼성은 예전의삼성이지  요즘 삼성은 보잘것 없는 기업이다 오너가 바뀌니 힘없고 기술력부족한 기업으로 전락했다,2024-06-12 04:30:52+00:00,toss,삼성전자,24496519.0,7.359750761926395e-124,,0.8,0.0,0.2,기업의 가치 하락과 기술력 부족 언급으로 공포 비중이 높음
삼성  개폭락 63006500후  우상향  이글은 성지가 될지어다,2024-09-06 03:47:11+00:00,toss,삼성전자,17068740.0,1.5959303957271528e-86,,0.4,0.4,0.2,"개폭락으로 인한 부정적 감정과 우상향, 성지 언급으로 인한 긍정적 기대감이 혼재"
이걸 말아올리네 어제 미장 마이크론 많이 빠졌는데,2024-04-03 04:40:34+00:00,toss,삼성전자,30543937.0,2.9456071805995757e-154,,0.6,0.1,0.3,"손실 언급으로 공포 비중이 높으나, 구체적인 감정 표현이 없어 중립 비중도 고려됨"
영차 영차,2025-03-11 02:14:30+00:00,toss,삼성전자,1003901.0,8.991556955075911e-06,,0.0,0.8,0.2,흥분과 자신감을 나타내는 표현으로 탐욕 비중이 높음
들어가서 하데스만나자,2024-11-12 00:32:02+00:00,toss,삼성전자,11291649.0,1.745373121865682e-57,,0.0,0.9,0.1,흥분과 공격적 매수 심리 표현으로 탐욕 비중이 높음
"3년전이랑 주가가 아직도 비슷한데
건강해지긴 뭐가 건강해짐",2024-08-05 04:40:13+00:00,toss,삼성전자,19830358.0,2.0969352877407527e-100,,0.6,0.1,0.3,주가 변동성에 대한 불만과 비관적인 시각으로 공포 비중이 높음
"평단 62500원입니다 물타기 여태 안했는데  
물타고 평단 낮춰 뺄까요
 
그냥 손절 할까요  사실 당장 필요한 돈은 아니라서 
묵혀도 상관은 없는데  삼전 때문에 파랑이네요",2024-11-13 09:21:40+00:00,toss,삼성전자,11173471.0,6.853567243121542e-57,,0.6,0.1,0.3,"손절 고민과 물타기 고려로 공포 비중이 높으나, 필요한 돈이 아니라는 중립적 고민도 포함됨"
그게 언제인지 모를뿐,2024-11-20 01:03:57+00:00,toss,삼성전자,10598534.0,5.31948997334553e-54,,0.0,0.0,1.0,감정 표현 없이 정보의 불확실성을 표현함
윤석열탄핵은 국내증시에 호재아니것냐 내년이면 한국증시로 돈 좀 들어오겠노 탄핵하고 국내주식시장경제발전에 도움이되는 차기대통령을 뽑자,2024-12-04 05:18:00+00:00,toss,삼성전자,9373691.0,7.631546276485413e-48,,0.1,0.6,0.3,긍정적인 기대감과 경제 발전에 대한 희망으로 탐욕 비중이 높음
아따 스트레이트로 가면안대나,2024-09-30 04:53:00+00:00,toss,삼성전자,14991191.0,4.425184510837077e-76,,0.1,0.8,0.1,기대감과 흥분을 나타내는 표현으로 탐욕 비중이 높음
엔비디아에서 HBM 더필요하다 언급되서 저평가된삼전이 오르는듯합니다,2024-06-03 02:48:43+00:00,toss,삼성전자,25280248.0,8.460674852830973e-128,,0.0,0.6,0.4,"기업의 긍정적 언급과 주가 상승 기대로 탐욕 비중이 높으나, 중립적 정보 전달도 포함됨"
이러다 염라대왕이랑 하이파이브 하겠다 이놈아,2024-12-16 02:38:47+00:00,toss,삼성전자,8346444.0,1.1120584914154633e-42,,0.8,0.0,0.2,비속어 사용과 부정적 상황 언급으로 공포 비중이 높음
httpsnnewsnavercommnewsarticle015005087419,2025-01-29 05:48:29+00:00,toss,삼성전자,4533462.0,1.6304110140034212e-23,,0.0,0.0,1.0,제공된 문장에는 감정을 나타내는 단어나 문구가 없으므로 중립으로 분류
이재용  깜빵들어갔을때  주가  고점이네,2024-10-25 11:38:03+00:00,toss,삼성전자,12806888.0,4.221374028584306e-65,,0.2,0.1,0.7,"주가 고점 언급은 정보 전달 성격이 강하며, 부정적 감정이나 탐욕보다는 중립적 태도에 가까움"
이시볼,2024-11-11 03:04:07+00:00,toss,삼성전자,11368924.0,7.136103329017718e-58,,0.8,0.0,0.2,비속어 사용으로 부정적 감정 표현이 강함
정찰병 사졌다,2024-10-07 00:02:09+00:00,toss,삼성전자,14403842.0,3.96528419846408e-73,,0.8,0.0,0.2,"손실 언급으로 공포 비중이 높으며, 구체적인 탐욕이나 긍정적 기대를 나타내는 요소가 없음"
"물량 다 없애버려
6만전자로",2025-03-19 01:15:34+00:00,toss,삼성전자,316237.0,0.0257286412275165,,0.1,0.6,0.3,"자신감과 기대감이 느껴지지만, 구체적인 계획이나 정보는 없어 중립적 요소도 일부 포함됨"
레디고,2025-01-02 01:00:01+00:00,toss,삼성전자,6883570.0,2.5081092457099453e-35,,0.0,0.8,0.2,흥분과 자신감을 나타내는 표현으로 탐욕 비중이 높음
자 힘냅시다,2024-05-10 04:41:46+00:00,toss,삼성전자,27347065.0,3.45487685715037e-138,,0.0,0.3,0.7,긍정적 격려의 의미로 탐욕보다는 중립적 감정이 더 높게 평가됨
"기술적 반등이다
다시 돌아간다
중력의 방향으로",2024-11-15 05:29:48+00:00,toss,삼성전자,11014583.0,4.310981785479442e-56,,0.2,0.6,0.2,기술적 반등과 다시 돌아간다는 표현으로 탐욕 비중이 높음
외인이진짜 쓸어담았네 와내일 모르겠는데 이러면,2024-06-13 06:42:22+00:00,toss,삼성전자,24402229.0,2.191881746243845e-123,,0.1,0.6,0.3,"외인 매수 언급으로 탐욕 비중이 높으나, 불확실성 표현으로 중립적 요소도 포함"
"으이구  허구한날 호가 장난질 하는거 보면 
독하다 독해",2024-11-06 06:22:40+00:00,toss,삼성전자,11789011.0,5.5191231915881e-60,,0.8,0.0,0.2,"호가 장난질 언급으로 공포 비중이 높으며, 비판적인 태도로 중립적 감정도 일부 포함"
기관 외인은 왜일케 팔아대는지,2024-08-09 05:47:29+00:00,toss,삼성전자,19480722.0,1.1996377892899428e-98,,0.2,0.1,0.7,질문 형태로 정보를 요구하며 감정 표현이 뚜렷하지 않음
"빨리타요 
종가에 고장나서 멈추는거 아니고",2024-11-21 04:48:41+00:00,toss,삼성전자,10498650.0,1.6902173851120695e-53,,0.1,0.6,0.3,"흥분과 자신감의 표현으로 탐욕 비중이 높으나, 상황 설명으로 중립적 요소도 포함"
6만 안착하고끝날거같네요,2024-10-16 00:31:49+00:00,toss,삼성전자,13624462.0,3.2799855246890266e-69,,0.1,0.7,0.2,"안착이라는 단어 사용으로 탐욕 비중이 높으나, 끝날 거 같다는 표현으로 약간의 불확실성을 포함"
,2024-07-25 01:46:09+00:00,toss,삼성전자,20791202.0,3.103475856310708e-105,,0.0,0.0,1.0,"문장이 'nan'으로, 분석할 수 있는 내용이 없음"
"미장은 물리면 5일

국장은 물리면 5년임",2025-03-18 04:13:08+00:00,toss,삼성전자,391983.0,0.0107071848903745,,0.8,0.0,0.2,손실과 장기간 물림에 대한 우려로 공포 비중이 높음
아니 코로나급 위기도 아닌데 이렇게까지 내려간다고,2024-10-10 06:07:32+00:00,toss,삼성전자,14122719.0,1.0264905683222277e-71,,0.8,0.0,0.2,코로나급 위기 언급과 하락 언급으로 공포 비중이 매우 높음
여기 뚫으면 위에 매물대도 별로없다,2024-07-05 05:54:26+00:00,toss,삼성전자,22504305.0,7.60045068176001e-114,,0.1,0.7,0.2,기대감과 자신감의 표현으로 탐욕 비중이 높음
모죠 삼성 망하나요,2024-11-14 12:58:26+00:00,toss,삼성전자,11074065.0,2.1656414439980805e-56,,0.2,0.0,0.8,"질문 형태로 정보를 요청하고 있으며, 명확한 부정적 감정이나 탐욕적 감정을 표현하지 않음"
아마도 2월쯤 되겠지요,2024-10-24 05:10:30+00:00,toss,삼성전자,12916541.0,1.1865248371511225e-65,,0.0,0.0,1.0,"감정이 뚜렷하지 않고, 구체적인 정보나 의견을 제시하지 않음"
,2025-03-19 00:58:10+00:00,toss,삼성전자,317281.0,0.0254196242169992,,0.0,0.0,1.0,문장이 없어 분석할 수 없음
일단 나부터,2023-08-10 00:53:38+00:00,toss,삼성전자,51034353.0,2.9712625248346792e-257,,0.0,0.0,1.0,"감정이 뚜렷하지 않고, 구체적인 정보나 감정 표현이 없음"
6만원에서 한번 수익실현하는 물량 빠져야 판가름 날듯,2025-02-18 05:14:13+00:00,toss,삼성전자,2807518.0,7.724175599783735e-15,,0.1,0.2,0.7,수익 실현 언급과 판단 유보로 중립 비중이 높음
6층에 사람있어요,2024-12-10 08:37:29+00:00,toss,삼성전자,8843322.0,3.536244526630173e-45,,0.0,0.0,1.0,"감정이 뚜렷하지 않고, 구체적인 주식 시장의 상황이나 감정을 언급하지 않음"
"강제 장기투자되어잇는데 언제쯤 나갈수잇을지
무신 일이고",2023-07-05 06:45:54+00:00,toss,삼성전자,54123617.0,8.801992114914074e-273,,0.7,0.0,0.3,"강제 장기투자와 나갈 수 없음에 대한 언급으로 공포 비중이 높으나, 질문 형식으로 중립적 요소도 포함"
기회다쓸어담자,2024-09-04 04:58:05+00:00,toss,삼성전자,17237286.0,2.2688613335859515e-87,,0.0,0.9,0.1,기회를 쓸어담자는 표현으로 탐욕 비중이 높음
"초보주린인데요
매수 하려고 적어놓은거 취소하고 다시 적어올리면 취소버튼만  눌러도  수수료 나가나요",2024-05-30 06:26:11+00:00,toss,삼성전자,25612800.0,1.802243993984642e-129,,0.0,0.0,1.0,질문 형태로 정보를 요청하는 중립적인 내용
저절로 손이가버리네,2024-08-06 08:21:06+00:00,toss,삼성전자,19730705.0,6.645022616532865e-100,,0.0,0.8,0.2,자발적인 매수 의사 표현으로 탐욕 비중이 높음
진짜 디스거스팅이다,2024-09-19 04:57:28+00:00,toss,삼성전자,15941323.0,7.4137715562966135e-81,,0.8,0.0,0.2,비속어 사용으로 부정적 감정 표현이 강함
야호 나도 이제 삼전주주,2024-11-14 09:44:32+00:00,toss,삼성전자,11085699.0,1.8928125011064374e-56,,0.0,0.9,0.1,흥분과 자신감의 표현으로 탐욕 비중이 높음
"하하 100이상도 갔다왔는데

이정도면 일단 기분은 좋네요

냅두야지",2023-12-12 01:11:38+00:00,toss,삼성전자,40319673.0,2.1423255258831985e-203,,0.0,0.6,0.4,"긍정적인 반응과 만족감으로 탐욕 비중이 높으며, 냅두야지는 중립적인 관망 태도를 보임"
아유진짜,2024-08-29 00:05:03+00:00,toss,삼성전자,17773268.0,4.588430373788758e-90,,0.4,0.1,0.5,"특정 감정을 직접적으로 나타내지 않으나 불만이나 실망의 뉘앙스를 포함할 수 있어 공포 점수를 부여, 그러나 명확한 맥락이 없어 중립 비중이 높음"
"고려아연과 비교 되는 분위기 어쩔 
아호 우린 삼전을 믿은 일개미 똥손들",2024-10-25 05:17:06+00:00,toss,삼성전자,12829745.0,3.240125498410771e-65,,0.6,0.1,0.3,"비교되는 분위기와 믿음의 상실로 공포 비중이 높으나, 중립적 고민 또한 존재"
"원금만 찾으면 두번다시 안쳐다본다
사면 떨어져서 개고생이네",2024-02-01 00:57:47+00:00,toss,삼성전자,35914104.0,2.9903840737793424e-181,,0.8,0.0,0.2,"손실과 후회의 감정으로 공포 비중이 높으며, 다시는 투자하지 않겠다는 결심으로 중립적 요소 포함"
난 욕심 없다  그냥 20 폭등해 버려라,2024-11-15 03:49:56+00:00,toss,삼성전자,11020575.0,4.0221388717096753e-56,,0.1,0.8,0.1,폭등에 대한 기대로 탐욕 비중이 높음
기사보니 외인숏때리고 투매물량받아먹겠다는 심산이네,2024-07-23 23:24:33+00:00,toss,삼성전자,20886098.0,1.0347805694061927e-105,,0.3,0.4,0.3,외인 숏 포지션과 투매 물량을 받아먹겠다는 계획 언급으로 탐욕과 중립이 혼재
산타랠리시작하고 24년 가즈아,2023-12-15 00:16:51+00:00,toss,삼성전자,40063760.0,4.142348339856017e-202,,0.0,0.9,0.1,탐욕적인 표현 '가즈아' 사용으로 탐욕 비중이 높음
간만에 6만전자 입성전이군,2025-03-20 01:17:15+00:00,toss,삼성전자,229736.0,0.0700195015976028,,0.0,0.8,0.2,"기대감과 자신감 표현으로 탐욕 비중이 높으며, 일부 중립적 관망 태도 포함"
해보장,2024-11-16 23:31:38+00:00,toss,삼성전자,10863273.0,2.483959167629177e-55,,0.1,0.8,0.1,기대감과 흥분을 나타내는 표현으로 탐욕 비중이 높음
645 언제오니,2024-11-15 04:14:52+00:00,toss,삼성전자,11019079.0,4.092387880661137e-56,,0.0,0.0,1.0,질문 형식으로 중립적 태도를 보임
"익절하신분 부럽습니다 
7만 전자 갈수 있겠죠",2025-02-11 04:41:08+00:00,toss,삼성전자,3414303.0,6.883559177969785e-18,,0.3,0.3,0.4,"익절에 대한 부러움과 전자의 가격 상승에 대한 기대가 섞여 있으나, 확신보다는 질문 형식으로 표현되어 중립적 태도가 다소 높음"
또 속았다,2024-12-09 02:40:18+00:00,toss,삼성전자,8951153.0,1.0151347013333088e-45,,0.8,0.0,0.2,손실과 후회의 감정으로 공포 비중이 높음
1시 출발,2024-10-23 03:57:10+00:00,toss,삼성전자,13007341.0,4.1482555516296056e-66,,0.0,0.0,1.0,구체적인 감정 표현이 없어 중립으로 판단
삼전만큼 단타치기 좋은 주식도 없음,2024-03-12 06:46:37+00:00,toss,삼성전자,32437174.0,8.968340213128994e-164,,0.1,0.7,0.2,단타를 치기 좋다는 긍정적 기대감으로 탐욕 비중이 높음
삼전주 짱입니다 요,2024-08-09 00:50:58+00:00,toss,삼성전자,19498513.0,9.763885347718607e-99,,0.0,0.8,0.2,긍정적 평가와 자신감으로 탐욕 비중이 높음
삼전 맛있어 보인다잉 좀만 더 보고 드가야지,2024-12-21 04:39:33+00:00,toss,삼성전자,7907198.0,1.794826481162313e-40,,0.0,0.6,0.4,"기대감과 관망 태도가 혼재되어 있으나, 긍정적 기대감이 더 높게 평가됨"
아니 미국오를때 가만히있더만 떨오지니까 같이 떨어지네 신기한늄일세,2024-12-20 00:11:59+00:00,toss,삼성전자,8009652.0,5.48316921225903e-41,,0.8,0.0,0.2,하락에 대한 불만과 놀라움 표현으로 공포 비중이 높음
"기관과 외인의 줄다리기 힘싸움
둘중에 하나가 매수또는 매도를 멈추는 순간 한쪽방향으로 쏠릴것",2024-12-10 00:53:37+00:00,toss,삼성전자,8871154.0,2.5623778273943523e-45,,0.2,0.2,0.6,"힘싸움과 매수 매도 언급이 있지만, 감정 표현보다는 상황 설명에 더 초점을 맞추고 있음"
왠일이래 빨간모습 몇년만 쭉가주라 제발,2023-11-16 06:05:05+00:00,toss,삼성전자,42548466.0,1.341935102387587e-214,,0.1,0.8,0.1,기대감과 흥분의 표현으로 탐욕 비중이 높음
"외국인 매도세로 전환
맨날 이 패턴이지",2024-11-15 01:02:45+00:00,toss,삼성전자,11030606.0,3.581258524315252e-56,,0.7,0.0,0.3,외국인 매도세 언급과 반복되는 패턴에 대한 불만으로 공포 비중이 높음
과연,2024-10-29 10:41:30+00:00,toss,삼성전자,12464681.0,2.2160352037356762e-63,,0.0,0.0,1.0,질문이나 감정 표현 없이 단순한 고민이나 관망의 의미를 담고 있어 중립 비중이 높음
깝깝하다 떨어지려면 시원하게 떨어지던지  가랑비 옷저듯 슬금슬금,2024-09-11 04:19:44+00:00,toss,삼성전자,16634787.0,2.4227199784925253e-84,,0.8,0.0,0.2,불만과 손실에 대한 두려움으로 인해 공포 비중이 높음
외국인들 물량은 무한대인가 8월 23일 부터 매수 한거는 400만주 나머지는 다 매도인데,2024-11-28 04:01:46+00:00,toss,삼성전자,9896665.0,1.7941311278382624e-50,,0.1,0.1,0.8,정보 전달과 질문 형태로 중립 비중이 높음
이 정도면 삼전 인버스도 만들어줘라,2024-10-21 00:02:16+00:00,toss,삼성전자,13194235.0,4.769054131052662e-67,,0.2,0.1,0.7,인버스 제품에 대한 언급으로 중립적인 관망 또는 고민의 태도가 높게 나타남
6만대는 내년쯤 될거 같고 7만대는 2년뒤쯤 이니 2년자고와야긋네,2024-11-21 01:23:11+00:00,toss,삼성전자,10510980.0,1.4654301506654344e-53,,0.0,0.3,0.7,장기적인 기대감과 함께 중립적인 관망 태도를 보임
