content,timestamp,platform,stock_name,delta_seconds,weight,label,fear_score,greed_score,neutral_score,reason
"차트 다 깨졌다
봉이란 봉은 다 뿌라짐",2024-11-14 07:35:55+00:00,toss,삼성전자,11093416.0,1.731082073768961e-56,,0.9,0.0,0.1,차트 파괴와 봉 파괴 언급으로 공포 비중이 매우 높음
오르기는힘들고 흐르기는 쉽네 삼성아 힘좀내,2024-09-26 03:41:39+00:00,toss,삼성전자,15341072.0,7.713203108177543e-78,,0.6,0.1,0.3,하락에 대한 우려와 삼성에 대한 응원으로 공포 비중이 높으나 중립적인 응원의 메시지도 포함됨
나스닥도 안좋고 엔비디아도 많이 떨어져서 영향 안받을 수 가 없을거에요,2024-10-15 23:57:51+00:00,toss,삼성전자,13626500.0,3.203522694064673e-69,,0.8,0.0,0.2,시장과 특정 주식의 하락 언급으로 공포 비중이 높음
내가 5800 원 간다했지요,2025-02-19 00:42:11+00:00,toss,삼성전자,2737440.0,1.7382136858794915e-14,,0.0,0.8,0.2,자신감 있는 예측으로 탐욕 비중이 높음
더떨어지려나 나머지는 기다렸다 추매할까,2024-02-15 01:59:14+00:00,toss,삼성전자,34700817.0,3.7530351466951614e-175,,0.4,0.2,0.4,하락에 대한 우려와 추매 계획으로 공포와 중립이 혼재
40원까지 조절되면 딱좋은디,2023-09-01 00:44:40+00:00,toss,삼성전자,49134091.0,1.0585596604774758e-247,,0.1,0.7,0.2,기대감과 목표 가격 설정으로 탐욕 비중이 높음
얼씨구,2025-03-11 00:43:47+00:00,toss,삼성전자,1009344.0,8.44258326426685e-06,,0.0,0.8,0.2,흥분이나 기대감을 나타내는 표현으로 탐욕 비중이 높음
최소6500까지 가야제,2024-11-25 06:11:24+00:00,toss,삼성전자,10148087.0,9.77388651175659e-52,,0.0,0.9,0.1,기대감과 목표 가격을 언급하여 탐욕 비중이 높음
아닌데 물량별로없어서 올라갈려면 올라가겠는데,2024-05-28 00:17:48+00:00,toss,삼성전자,25807703.0,1.888524592871668e-130,,0.1,0.6,0.3,"상승 가능성 언급으로 탐욕 비중이 높으나, 확신이 없는 표현으로 중립 비중도 함께 고려됨"
외인들 진짜 잔인하구먼,2024-11-19 05:32:20+00:00,toss,삼성전자,10668831.0,2.357860744842353e-54,,0.7,0.0,0.3,"부정적 언급으로 공포 비중이 높으나, 구체적인 손실 언급은 없어 중립적 요소도 일부 포함"
그래 오를때되었다 너도,2025-02-14 01:29:21+00:00,toss,삼성전자,3166610.0,1.210196549718602e-16,,0.0,0.8,0.2,기대감과 자신감 표현으로 탐욕 비중이 높음
"재명세 과세 대상에 아무도 포함 안 됨

왜냐면 돈 잃은 사람밖에 없음
보나마나 3성전자에 제일 많이 투자했을듯
반박 불가",2024-10-27 15:36:34+00:00,toss,삼성전자,12619777.0,3.681101968520015e-64,,0.8,0.0,0.2,"손실과 투자 실패 언급으로 공포 비중이 높으며, 반박 불가라는 표현으로 중립적인 판단 제시"
"크아아 재용이형 버핏형

내년까지 존버할께",2025-02-04 06:15:29+00:00,toss,삼성전자,4013442.0,6.70203996789722e-21,,0.1,0.6,0.3,장기 보유 의지와 자신감으로 탐욕 비중이 높음
줄먹,2025-01-08 01:59:40+00:00,toss,삼성전자,6361591.0,1.0546379290887024e-32,,0.8,0.0,0.2,비속어 사용과 함께 손실을 암시하여 공포 비중이 높음
화이팅,2024-12-19 02:15:20+00:00,toss,삼성전자,8088651.0,2.1975497274502828e-41,,0.0,0.7,0.3,화이팅은 긍정적이고 격려의 의미를 담고 있어 탐욕 점수를 높게 평가함. 하지만 구체적인 매수 의사 표현이 없어 중립 점수도 일부 할당함
"며칠전에 달랑 4주 샀지만
그래도 올라가주길 바라",2024-05-28 21:22:35+00:00,toss,삼성전자,25731816.0,4.545408691829958e-130,,0.1,0.6,0.3,"기대감과 바람으로 탐욕 비중이 높으나, 소량 매수로 중립적 요소도 포함"
SOS 모스부호여,2024-09-12 00:52:25+00:00,toss,삼성전자,16560826.0,5.702592862955297e-84,,0.0,0.0,1.0,감정 표현 없이 정보 전달의 성격이 강함
"갈때됐제 

이제시작이다",2024-11-13 02:25:03+00:00,toss,삼성전자,11198468.0,5.1317778187651e-57,,0.1,0.8,0.1,흥분과 자신감의 표현으로 탐욕 비중이 높음
장시작 무섭다,2024-11-12 22:30:30+00:00,toss,삼성전자,11212541.0,4.3604279580847294e-57,,0.8,0.0,0.2,시장 개장에 대한 두려움 표현으로 공포 비중이 높음
이번엔 운이 좋았지만 방학 때 주식 공부 열심히 하겠습니다 모두 성투하세요,2024-06-18 06:36:17+00:00,toss,삼성전자,23970594.0,3.239327338655652e-121,,0.0,0.2,0.8,긍정적인 태도와 공부할 의지 표현으로 중립 비중이 높음
올라갈 길이없어 솔직히 계좌없는셈처야돼,2024-10-25 00:17:38+00:00,toss,삼성전자,12847713.0,2.6317502000636105e-65,,0.8,0.0,0.2,상승 가능성 부정과 계좌 손실 언급으로 공포 비중이 높음
하여간 애널들이란,2023-07-10 07:18:44+00:00,toss,삼성전자,53689647.0,1.3364591877977712e-270,,0.0,0.0,1.0,"감정이 뚜렷하지 않고, 비판적인 태도를 보임"
뉴스 없나요,2024-11-19 02:30:49+00:00,toss,삼성전자,10679722.0,2.0786143693860248e-54,,0.0,0.0,1.0,질문 형태로 정보를 요청하는 중립적 태도
물타려고 하는 분들에게하는 조언은 최소 10프로 떨어지고 물타라는겁니다 그전까지는 그냥 존버하세요 미국 엔비디아나 테슬라였으면 숏 사서 헷지하라고 했을텐데 한국은 떨어지면 그냥 올라오길 기도하는 수밖에 없어서 최대한 낮은 가격에 물타라고 밖에 말씀 못드리겠네요 아쉽네요 국장은 물리면 대응이 그냥 존버뿐이라 뭐 전략이고 실력이고 없어서,2024-11-30 20:07:36+00:00,toss,삼성전자,9665915.0,2.5925795699277192e-49,,0.7,0.0,0.3,"손실에 대한 언급과 대응 전략의 부재로 공포 비중이 높으며, 탐욕에 대한 언급이 없고, 일부 조언과 전략 제시로 중립적인 내용 포함"
간다 6만,2025-03-20 00:39:52+00:00,toss,삼성전자,231979.0,0.0682251420963197,,0.1,0.8,0.1,기대감과 자신감 표현으로 탐욕 비중이 높음
"빨리 탈출하는게 상책 답읍어요 
절대",2025-01-20 01:18:24+00:00,toss,삼성전자,5327267.0,1.6679822134307274e-27,,0.8,0.0,0.2,탈출 권유와 절대적 표현으로 공포 비중이 높음
우리나라 망했나,2024-09-30 02:34:39+00:00,toss,삼성전자,14999492.0,4.0198138117208335e-76,,0.8,0.0,0.2,부정적인 전망으로 공포 비중이 높음
"세스코 가동중 가동중

해충박멸 완료 치치칙",2024-04-16 02:47:51+00:00,toss,삼성전자,29427500.0,1.2050595060096043e-148,,0.0,0.7,0.3,해충박멸 완료로 긍정적인 결과 언급으로 탐욕 비중이 높음
매수 대기가 늘어난다는 것은 곧 상방을 의미한다,2024-06-19 06:16:27+00:00,toss,삼성전자,23885384.0,8.68495786814898e-121,,0.0,0.8,0.2,매수 대기 증가는 긍정적 기대감을 반영하여 탐욕 비중이 높음
"5만전자되면 추매해야지 반등이 아예없는데

대한민국 사람들 삼전 다 보유하겠네",2024-09-23 06:10:37+00:00,toss,삼성전자,15591334.0,4.258716044725331e-79,,0.3,0.2,0.5,추가 매수 의사와 전체적인 관망세로 중립 비중이 높음
551에 사서 556에 팔래요,2025-03-07 07:14:50+00:00,toss,삼성전자,1331481.0,2.028782640597013e-07,,0.0,0.0,1.0,구체적인 매매 계획으로 중립적 태도 표현
"솔직히 충격
남 잘되면 배 아파하고
남 안되면 비아냥대고
우리나라 사람들 수준이
이리 떨어졌었나",2024-11-14 00:32:31+00:00,toss,삼성전자,11118820.0,1.2900989377595982e-56,,0.4,0.0,0.6,"부정적인 감정 표현이 있으나, 주식 시장의 직접적인 언급보다는 사회적 태도에 대한 비판이 주를 이루어 중립적 비중이 높음"
"떨어질때는 10
오를때는  2흠냥어쪄냐",2024-08-06 06:02:21+00:00,toss,삼성전자,19739030.0,6.034626291086367e-100,,0.7,0.1,0.2,"하락에 대한 언급으로 공포 비중이 높으나, 오름에 대한 언급도 있어 탐욕과 중립도 일부 반영"
"외국인들이 엄청 매수하네 
개관들아 반만이라도 해라",2025-03-21 04:22:36+00:00,toss,삼성전자,132215.0,0.2164780323910391,,0.1,0.6,0.3,"외국인 매수 언급으로 탐욕 비중이 높으나, 비난의 언급으로 중립과 공포도 일부 포함"
58때빠졌어야되었다,2025-02-28 03:01:39+00:00,toss,삼성전자,1951472.0,1.5517284651915799e-10,,0.8,0.0,0.2,손실을 회상하는 내용으로 공포 비중이 높음
지금부터는 그냥사세요,2023-05-30 03:23:36+00:00,toss,삼성전자,57246155.0,1.774055833043671e-288,,0.1,0.6,0.3,자신감과 공격적 매수 심리를 나타내는 문장으로 탐욕 비중이 높음
떨어진다,2023-11-17 02:09:29+00:00,toss,삼성전자,42476202.0,3.097209569935445e-214,,0.8,0.0,0.2,하락 언급으로 공포 비중이 높음
"모건스탠리 삼성전자A005930 영업이익 올해 45조 내년 59조 전망했습니다

다음주 1분기 실적 발표되면 국내 증권사들도 실적 추정치 상향조정 할 듯 하구요

삼전 HBM 출하량 로드맵을 보시는 바와 같이 향후 6년간 비약적으로 증가할 것으로 보입니다

팔로우 하시고 올해는 다들 부자되시길 바랍니다",2024-03-29 02:54:44+00:00,toss,삼성전자,30982287.0,1.844097107070353e-156,,0.0,0.7,0.3,긍정적인 전망과 부자되길 바라는 마음으로 탐욕 비중이 높음
삼성 미국에 돈얼마나 뿌려나요 조진거,2024-11-12 10:57:18+00:00,toss,삼성전자,11254133.0,2.6944155578156283e-57,,0.3,0.1,0.6,"조진거라는 표현에 약간의 부정적 감정이 있으나, 주로 질문 형태로 중립적 태도가 더 높게 나타남"
,2024-12-24 02:17:42+00:00,toss,삼성전자,7656509.0,3.2668176389741023e-39,,0.0,0.0,1.0,"문장이 'nan'으로, 분석할 수 있는 실제 내용이 없음"
근데 국무회의도 안 하고 비상계엄 한 새키가 지킬까,2024-12-03 16:05:41+00:00,toss,삼성전자,9421230.0,4.4020510270517377e-48,,0.0,0.0,1.0,"감정 표현이 명확하지 않고, 주식 시장과 직접적인 관련이 없는 내용"
"공매도 높으신님아 확실하게
털어봐주오 여윳돈 일억오천
올인좀 혀자
믿는 자에게 복이 있나니아멘",2024-06-10 06:04:57+00:00,toss,삼성전자,24663674.0,1.0632834517483923e-124,,0.1,0.8,0.1,과도한 기대와 올인 언급으로 탐욕 비중이 높음
한 70년정도 안팔께,2024-10-25 03:44:51+00:00,toss,삼성전자,12835280.0,3.039063969182413e-65,,0.1,0.1,0.8,장기 보유 의사 표현으로 중립 비중이 높음
달러 너무 올라서 현금 남은거 26주 사줬는데 올라가네,2025-01-06 01:15:23+00:00,toss,삼성전자,6537048.0,1.384072570323621e-33,,0.1,0.7,0.2,주식이 올라가고 있다는 긍정적 언급으로 탐욕 비중이 높음
그렇게 해라 다 쳐맞아줄게,2025-03-11 00:02:28+00:00,toss,삼성전자,1011823.0,8.203789700557804e-06,,0.8,0.0,0.2,비속어 사용과 부정적인 결과 예상으로 공포 비중이 높음
내년 1월까지 7만원갈거라는 생각으로 들어가봅니다,2024-09-30 03:19:41+00:00,toss,삼성전자,14996790.0,4.147512405737165e-76,,0.0,0.8,0.2,"기대감과 자신감으로 탐욕 비중이 높으나, 결정 전 고민을 반영해 중립도 일부 포함"
인텔도 이거랑 같은 그래프였는데 지하까지 뚫고 들어갔지,2024-10-11 02:24:45+00:00,toss,삼성전자,14049686.0,2.390338818828203e-71,,0.8,0.0,0.2,손실과 부정적 결과 언급으로 공포 비중이 높음
경제 불황이고 사람들 짤리는 시기에 주가가 왜 올라 공부는 안하고 기도만 하니 맨날 잃지 삼성이 오를 이유가 있음 파운드리 불량률 높고 아무도 안쓰는데 이래놓고 잃으면 주라고만 하니,2024-10-21 03:19:58+00:00,toss,삼성전자,13182373.0,5.470880960242322e-67,,0.8,0.05,0.15,"경제 불황, 손실, 불안감 언급으로 공포 비중이 높음"
드뎌 내 평단까지 다와간다,2024-10-29 05:57:41+00:00,toss,삼성전자,12481710.0,1.819614649294733e-63,,0.1,0.8,0.1,평단에 도달한다는 기대감으로 탐욕 비중이 높음
의원장 올러왔네 계엄령 해지될듯  이게 뭔 뻘짓이냐,2024-12-03 15:39:33+00:00,toss,삼성전자,9422798.0,4.322882506743658e-48,,0.6,0.1,0.3,"비속어 사용과 부정적 상황 언급으로 공포 비중이 높으나, 계엄령 해지에 대한 기대감으로 중립과 탐욕의 비중도 일부 존재"
"삼전시총20가 빠졌네
이제 그냥 중소기업할모양이네",2024-11-13 00:13:58+00:00,toss,삼성전자,11206333.0,4.6852630430992496e-57,,0.8,0.0,0.2,시가총액 하락 언급으로 공포 비중이 높음
재용아 빨리 결단해라 아니면 삼전 쳐넣고있는 우리 애국자들도 이젠 손절칠라니까,2024-11-11 01:31:28+00:00,toss,삼성전자,11374483.0,6.691423269705707e-58,,0.8,0.05,0.15,손실 언급과 긴급한 결단 요구로 공포 비중이 높음
"국가 비 공인 장애인 수용소 삼성전자 주주여러분들의 푼돈
날아가요",2024-10-16 03:26:08+00:00,toss,삼성전자,13614003.0,3.702070471095639e-69,,0.8,0.0,0.2,"손실 언급으로 공포 비중이 높으며, 비판적인 언급으로 중립적 경향도 일부 포함"
5만전자 가면 추매한다,2024-09-13 01:57:01+00:00,toss,삼성전자,16470550.0,1.6212492236103792e-83,,0.0,0.4,0.6,"추가 매수 의사 표현으로 탐욕적 요소가 있으나, 조건부 표현으로 중립적 태도가 더 높게 평가됨"
망했네,2024-11-13 04:55:51+00:00,toss,삼성전자,11189420.0,5.698336982042945e-57,,0.8,0.0,0.2,손실이나 실패를 암시하는 표현으로 공포 비중이 높음
"그래도 기관은 오늘은 사줬네
기준금리 인하에 따른 포트폴리오 리밸런싱 효과인가",2024-10-11 08:18:33+00:00,toss,삼성전자,14028458.0,3.056069354371979e-71,,0.0,0.2,0.8,정보 전달과 분석의 내용으로 중립 비중이 높음
올라도 상승분 생각하면 삼전할 이유가,2024-11-11 01:13:41+00:00,toss,삼성전자,11375550.0,6.609295454236157e-58,,0.1,0.6,0.3,"상승 기대감으로 탐욕 비중이 높으나, 여전히 고민하는 중립적 태도도 보임"
어디까지떨어지려나 음,2024-09-19 01:53:31+00:00,toss,삼성전자,15952360.0,6.524708228181057e-81,,0.8,0.0,0.2,하락에 대한 우려로 공포 비중이 높음
무지성 줍줍,2024-09-19 03:21:30+00:00,toss,삼성전자,15947081.0,6.935795625310564e-81,,0.1,0.8,0.1,무분별한 매수 심리를 나타내는 표현으로 탐욕 비중이 높음
"삼성개잡주
참많이도오른다",2024-02-23 03:00:10+00:00,toss,삼성전자,34005961.0,1.1671201775495718e-171,,0.2,0.7,0.1,비하하는 표현과 함께 상승 언급으로 탐욕 비중이 높음
십년전보다 백오십프로오름 역으로보기,2024-11-13 01:59:59+00:00,toss,삼성전자,11199972.0,5.043219889732505e-57,,0.0,0.8,0.2,"과거 대비 큰 상승 언급으로 탐욕 비중이 높으며, '역으로보기'는 다소 중립적 해석 가능성을 내포함"
눈도 내리고 삼성도 내리고 한국도 내리고 내마음도 내리고,2024-11-27 05:34:22+00:00,toss,삼성전자,9977509.0,7.038615591909924e-51,,0.8,0.0,0.2,하락과 개인적 손실의 감정 표현으로 공포 비중이 높음
"잘되면 좋겠다
덤 앤 더머 2명이 뭉치는거같아
약간 웃프네 

httpsnavermeFcmSXyWv",2024-10-22 08:38:35+00:00,toss,삼성전자,13076856.0,1.8554293737563904e-66,,0.2,0.1,0.7,"긍정적인 바람과 함께 농담, 웹사이트 링크가 포함되어 중립적인 태도가 더 높음"
"무상증자
자사주매입소각
배당금대폭상향
외국인지분
적어졌을때
우리국민
소액주주에게혜땍을주라",2025-01-26 07:07:01+00:00,toss,삼성전자,4787950.0,8.572328179103164e-25,,0.0,0.7,0.3,"긍정적인 기업 활동 언급으로 탐욕 비중이 높으나, 구체적인 감정 표현이 없어 중립적 요소도 일부 포함"
키움 배당금이나 줘라 삼전 정말 애증이다,2024-04-19 05:49:54+00:00,toss,삼성전자,29157377.0,2.746610116589552e-147,,0.6,0.1,0.3,"배당금 요구와 애증 표현으로 공포 비중이 높으나, 구체적인 손실 언급이 없어 중립적 요소도 일부 포함"
4만전자드가자,2025-03-04 00:17:16+00:00,toss,삼성전자,1615735.0,7.558171250688694e-09,,0.0,0.9,0.1,기대감과 흥분의 표현으로 탐욕 비중이 높음
"22년에도 버텼다
배당 먹으며 기다리면 돼
느긋하게",2024-10-24 07:38:53+00:00,toss,삼성전자,12907638.0,1.3153104366668044e-65,,0.0,0.2,0.8,"기다림과 느긋한 태도로 중립적 감정이 높으며, 배당에 대한 기대로 약간의 탐욕이 포함됨"
"유명한 그 분 잘리는게 한줄기 희망임
근데 이때까지 가만히 놔둔 이재용이 자를 수 있을지 솔직히 모르겠네요",2024-10-24 16:04:36+00:00,toss,삼성전자,12877295.0,1.8687408109161465e-65,,0.2,0.1,0.7,불확실성과 고민 표현으로 중립 비중이 높음
"분할로 모두 익절완료
기회보다가 삼성전자우로 이사예정",2023-11-29 05:26:32+00:00,toss,삼성전자,41427579.0,5.780073392106727e-209,,0.1,0.7,0.2,익절 완료와 새로운 기회 탐색으로 탐욕 비중이 높음
진짜 시간 돈 아깝다  탈출은 지능순 맞는듯,2025-01-22 01:28:33+00:00,toss,삼성전자,5153858.0,1.2411993855985079e-26,,0.8,0.0,0.2,"시간과 돈의 손실, 탈출 언급으로 공포 비중이 높음"
오늘 6만원 위로 끝나면 담주에 7만원도 가능할텐데,2025-03-20 02:57:39+00:00,toss,삼성전자,223712.0,0.0750756310721026,,0.0,0.8,0.2,기대감과 가능성 언급으로 탐욕 비중이 높음
7678 물량소화도 많이 된것 같아요 1월 외인 본격매수세 들어오면 8만넘어 82도 갈것 같아요 삼성이 즐거운 연말 선물을 주어 고맙네요,2023-12-28 12:08:23+00:00,toss,삼성전자,38897868.0,3.0037835316757892e-196,,0.0,0.8,0.2,기대감과 자신감이 높은 표현으로 탐욕 비중이 높음
